Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Sasaki, T., Miller, C.F., Hansford, R., Yang, J., Caffo, B.S., Zviman, M.M., Henrikson, C.A., Marine, J.E., Spragg, D., Cheng, A., Tandri, H., Sinha, S., Kolandaivelu, A., Zimmerman, S.L., Bluemke, D.A., Tomaselli, G.F., Berger, R.D., Calkins, H., Halperin, H.R., Nazarian, S.","55619302561;16056633500;54402882100;56328301000;35069047000;6602299038;7004279066;7003956564;6505911626;35078339000;6603309973;35421091600;6504704619;37039020700;7006047770;7005223451;7403563057;23473846800;7005212468;9270216000;","Myocardial structural associations with local electrograms: A study of postinfarct ventricular tachycardia pathophysiology and magnetic resonance-based noninvasive mapping",2012,"Circulation: Arrhythmia and Electrophysiology","5","6",,"1081","1090",,61,"10.1161/CIRCEP.112.970699","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873802130&doi=10.1161%2fCIRCEP.112.970699&partnerID=40&md5=031b2f5e5d90fa8b6d447b92bcecc02f",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-84873802130
"Tighe, S.K., Reading, S.A., Rivkin, P., Caffo, B., Schweizer, B., Pearlson, G., Potash, J.B., Depaulo, J.R., Bassett, S.S.","36952383800;36789396300;6508234176;35069047000;8297950100;7005150580;57204789386;7004398249;7007164425;","Total white matter hyperintensity volume in bipolar disorder patients and their healthy relatives",2012,"Bipolar Disorders","14","8",,"888","893",,28,"10.1111/bdi.12019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869785253&doi=10.1111%2fbdi.12019&partnerID=40&md5=389c00a497820fbaeacf39484cf389a0",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84869785253
"Cao, Y.J., Caffo, B.S., Fuchs, E.J., Lee, L.A., Du, Y., Li, L., Bakshi, R.P., Macura, K., Khan, W.A., Wahl, R.L., Grohskopf, L.A., Hendrix, C.W.","55470286400;35069047000;55487055800;35083850700;8680350400;55480399100;7101714682;6603866653;18836001000;36043691500;57027845300;57226252489;","Quantification of the spatial distribution of rectally applied surrogates for microbicide and semen in colon with SPECT and magnetic resonance imaging",2012,"British Journal of Clinical Pharmacology","74","6",,"1013","1022",,20,"10.1111/j.1365-2125.2012.04267.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868450739&doi=10.1111%2fj.1365-2125.2012.04267.x&partnerID=40&md5=6306ccde97ae3efb1aa80b71f3715dc2",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84868450739
"Li, S., Eloyan, A., Joel, S., Mostofsky, S., Pekar, J., Bassett, S.S., Caffo, B.","57217797574;38661178300;36437394800;7003584880;7003771238;7007164425;35069047000;","Analysis of Group ICA-Based Connectivity Measures from fMRI: Application to Alzheimer's Disease",2012,"PLoS ONE","7","11","e49340","","",,11,"10.1371/journal.pone.0049340","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870657126&doi=10.1371%2fjournal.pone.0049340&partnerID=40&md5=40be12cc7c71b6ffddc5b6e0ddaf6013",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-84870657126
"Jedynak, B.M., Lang, A., Liu, B., Katz, E., Zhang, Y., Wyman, B.T., Raunig, D., Jedynak, C.P., Caffo, B., Prince, J.L.","9133301100;26647569200;57215040847;57190294877;55265879400;7004027533;6602379390;7003429385;35069047000;56600943200;","A computational neurodegenerative disease progression score: Method and results with the Alzheimer's disease neuroimaging initiative cohort",2012,"NeuroImage","63","3",,"1478","1486",,153,"10.1016/j.neuroimage.2012.07.059","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866163493&doi=10.1016%2fj.neuroimage.2012.07.059&partnerID=40&md5=f54e8c689a81f3bc80b9340b22894d5d",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84866163493
"James, B.D., Glass, T.A., Caffo, B., Bobb, J.F., Davatzikos, C., Yousem, D., Schwartz, B.S.","7202466439;7102302169;35069047000;37064447600;7005310126;7005911220;55663268300;","Association of social engagement with brain volumes assessed by structural MRI",2012,"Journal of Aging Research","2012",,"512714","","",,21,"10.1155/2012/512714","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867806247&doi=10.1155%2f2012%2f512714&partnerID=40&md5=6a9cd3088ee146312a842f795f1899b9",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-84867806247
"Yang, X., Lauzon, C.B., Crainiceanu, C., Caffo, B., Resnick, S.M., Landman, B.A.","39162313400;36711923300;6603085071;35069047000;7102831381;16679175200;","Biological parametric mapping accounting for random regressors with regression calibration and model II regression",2012,"NeuroImage","62","3",,"1761","1768",,3,"10.1016/j.neuroimage.2012.05.020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863521211&doi=10.1016%2fj.neuroimage.2012.05.020&partnerID=40&md5=04ec63c2d6dbe309b8c7065346d13208",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84863521211
"Eloyan, A., Muschelli, J., Nebel, M.B., Liu, H., Han, F., Zhao, T., Barber, A.D., Joel, S., Pekar, J.J., Mostofsky, S.H., Caffo, B.","38661178300;40462056100;34873055300;26642968600;55377043500;55178265500;8582425200;36437394800;7003771238;7003584880;35069047000;","Automated diagnoses of attention deficit hyperactive disorder using magnetic resonance imaging",2012,"Frontiers in Systems Neuroscience",,"AUG 2012",,"1","9",,30,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866012927&partnerID=40&md5=39858943c940497618bd098ac4b02df9",Article,"Final","",Scopus,2-s2.0-84866012927
"Eloyan, A., Muschelli, J., Nebel, M.B., Liu, H., Han, F., Zhao, T., Barber, A., Joel, S., Pekar, J.J., Mostofsky, S., Caffo, B.","38661178300;40462056100;34873055300;26642968600;55377043500;55178265500;57214227631;36437394800;7003771238;7003584880;35069047000;","Automated diagnoses of attention deficit hyperactive disorder using magnetic resonance imaging",2012,"Frontiers in Systems Neuroscience",,"JULY 2012",,"","",,55,"10.3389/fnsys.2012.00061","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864968008&doi=10.3389%2ffnsys.2012.00061&partnerID=40&md5=96be5a28016652b5c410b1f3e6aa7a80",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-84864968008
"Thom, K.A., Howard, T., Sembajwe, S., Harris, A.D., Strassle, P., Caffo, B.S., Carroll, K.C., Johnson, J.K.","22935952200;36878173400;55247387700;7404040049;56730804600;35069047000;7202768248;35102171000;","Comparison of swab and sponge methodologies for identification of Acinetobacter baumannii from the hospital environment",2012,"Journal of Clinical Microbiology","50","6",,"2140","2141",,17,"10.1128/JCM.00448-12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862080283&doi=10.1128%2fJCM.00448-12&partnerID=40&md5=4e6872ec7fdcd0363c889aebc865a8b1",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84862080283
"Lauzon, C.B., Caffo, B.C., Landman, B.A.","36711923300;35069047000;16679175200;","Towards automatic quantitative quality control for MRI",2012,"Progress in Biomedical Optics and Imaging - Proceedings of SPIE","8314",,"83140K","","",,5,"10.1117/12.910819","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860719644&doi=10.1117%2f12.910819&partnerID=40&md5=384d61c58cc54e314c53d29b1fc1acb9",Conference Paper,"Final","All Open Access, Green",Scopus,2-s2.0-84860719644
"Taguchi, K., Srivastava, S., Tang, Q., Caffo, B.S., Iwanczyk, J.S., Hartsough, N.E., Barber, W.C., Cammin, J.","7202952799;38461566600;45261586200;35069047000;7005703221;6602587884;22970337400;35226975900;","Pulse pileup statistics for energy sensitive photon counting detectors with pulse height analysis",2012,"Progress in Biomedical Optics and Imaging - Proceedings of SPIE","8313",,"83130Z","","",,4,"10.1117/12.911365","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860381355&doi=10.1117%2f12.911365&partnerID=40&md5=7f2662806d52b6fbf54a12782479484b",Conference Paper,"Final","",Scopus,2-s2.0-84860381355
"Shiee, N., Bazin, P.-L., Zackowski, K.M., Farrell, S.K., Harrison, D.M., Newsome, S.D., Ratchford, J.N., Caffo, B.S., Calabresi, P.A., Pham, D.L., Reich, D.S.","35189612000;57203073476;6602741732;35784278200;26638746600;16643020300;23991616900;35069047000;35290391600;7203009692;7102312699;","Revisiting brain atrophy and its relationship to disability in multiple sclerosis",2012,"PLoS ONE","7","5","e37049","","",,88,"10.1371/journal.pone.0037049","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871604801&doi=10.1371%2fjournal.pone.0037049&partnerID=40&md5=f565f85e06e3cc81bd71494928262427",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-84871604801
"Krauss, G.L., Caffo, B.","7101605166;35069047000;","Reply",2012,"Annals of Neurology","71","5",,"725","",,,"10.1002/ana.23584","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860121068&doi=10.1002%2fana.23584&partnerID=40&md5=22f27e7ea231ae17ab66007ea882a734",Letter,"Final","",Scopus,2-s2.0-84860121068
"Goldsmith, J., Crainiceanu, C.M., Caffo, B., Reich, D.","56203281700;6603085071;35069047000;7102312699;","Longitudinal penalized functional regression for cognitive outcomes on neuronal tract measurements",2012,"Journal of the Royal Statistical Society. Series C: Applied Statistics","61","3",,"453","469",,72,"10.1111/j.1467-9876.2011.01031.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859826930&doi=10.1111%2fj.1467-9876.2011.01031.x&partnerID=40&md5=8eee29d07c0709af46869ac21cd1c06f",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84859826930
"Swihart, B.J., Caffo, B.S., Crainiceanu, C.M., Punjabi, N.M.","57196357357;35069047000;6603085071;7004869128;","Mixed effect Poisson log-linear models for clinical and epidemiological sleep hypnogram data",2012,"Statistics in Medicine","31","9",,"855","870",,4,"10.1002/sim.4457","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859607777&doi=10.1002%2fsim.4457&partnerID=40&md5=216360396d2ac3efdf4966624e88dda4",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84859607777
"Ellington, L.E., Gilman, R.H., Tielsch, J.M., Steinhoff, M., Figueroa, D., Rodriguez, S., Caffo, B., Tracey, B., Elhilali, M., West, J., Checkley, W.","55058664300;57202677769;7006268703;7101666789;7005382038;53064544300;35069047000;7004009861;7005508548;7402746449;6701518328;","Computerised lung sound analysis to improve the specificity of paediatric pneumonia diagnosis in resource-poor settings: Protocol and methods for an observational study",2012,"BMJ Open","2","1","000506","","",,33,"10.1136/bmjopen-2011-000506","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857846206&doi=10.1136%2fbmjopen-2011-000506&partnerID=40&md5=9aae8b963f8a4f4388c320b8a3d3c475",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-84857846206
"Louissaint, N.A., Fuchs, E.J., Bakshi, R.P., Nimmagadda, S., Du, Y., MacUra, K.J., King, K.E., Wahl, R., Goldsmith, A.J., Caffo, B., Cao, Y.J., Anderson, J., Hendrix, C.W.","36918739800;55487055800;7101714682;23668792200;8680350400;6603866653;7202001255;36043691500;55272334900;35069047000;55470286400;55271842900;57226252489;","Distribution of cell-free and cell-associated HIV surrogates in the female genital tract after simulated vaginal intercourse",2012,"Journal of Infectious Diseases","205","5",,"725","732",,26,"10.1093/infdis/jir841","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863122682&doi=10.1093%2finfdis%2fjir841&partnerID=40&md5=5e5fc31fe181008e9be263afd3e96fab",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-84863122682
"Krauss, G.L., Caffo, B., Hendrix, C.W.","7101605166;35069047000;57226252489;","Reply",2012,"Annals of Neurology","71","2",,"285","",,,"10.1002/ana.22662","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857572403&doi=10.1002%2fana.22662&partnerID=40&md5=355ff9361f75a3a44f581e94831f3ccb",Letter,"Final","",Scopus,2-s2.0-84857572403
"Aurora, R.N., Crainiceanu, C., Caffo, B., Punjabi, N.M.","22950265400;6603085071;35069047000;7004869128;","Sleep-disordered breathing and caffeine consumption: Results of a community-based study",2012,"Chest","142","3",,"631","638",,13,"10.1378/chest.11-2894","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865849247&doi=10.1378%2fchest.11-2894&partnerID=40&md5=92a82867a1fa90e5c70376d312fdf607",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84865849247
"Barber, A.D., Srinivasan, P., Joel, S.E., Caffo, B.S., Pekar, J.J., Mostofsky, S.H.","8582425200;26322129800;36437394800;35069047000;7003771238;7003584880;","Motor ""dexterity"": Evidence that left hemisphere lateralization of motor circuit connectivity is associated with better motor performance in children",2012,"Cerebral Cortex","22","1",,"51","59",,47,"10.1093/cercor/bhr062","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84055193269&doi=10.1093%2fcercor%2fbhr062&partnerID=40&md5=d4a1c71853178f6a28296ac207a5a4d2",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-84055193269
"Louissaint, N.A., Nimmagadda, S., Fuchs, E.J., Bakshi, R.P., Cao, Y.-J., Lee, L.A., Goldsmith, J., Caffo, B.S., Du, Y., King, K.E., Menendez, F.A., Torbenson, M.S., Hendrix, C.W.","36918739800;23668792200;55487055800;7101714682;55470286400;35083850700;56203281700;35069047000;8680350400;7202001255;6602571789;7004312220;57226252489;","Distribution of cell-free and cell-associated HIV surrogates in the colon after simulated receptive anal intercourse in men who have sex with men",2012,"Journal of Acquired Immune Deficiency Syndromes","59","1",,"10","17",,31,"10.1097/QAI.0b013e3182373b5e","https://www.scopus.com/inward/record.uri?eid=2-s2.0-83655191970&doi=10.1097%2fQAI.0b013e3182373b5e&partnerID=40&md5=0478b308c02a463b7afdaacd0f39a5ad",Article,"Final","All Open Access, Green",Scopus,2-s2.0-83655191970
"James, B.D., Caffo, B., Stewart, W.F., Yousem, D., Davatzikos, C., Schwartz, B.S.","7202466439;35069047000;55549970400;7005911220;7005310126;55663268300;","Genetic risk factors for longitudinal changes in structural MRI in former organolead workers",2011,"Journal of Aging Research","2011",,"362189","","",,1,"10.4061/2011/362189","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869414440&doi=10.4061%2f2011%2f362189&partnerID=40&md5=cd85b8454d4cbc4487f395f5f4f6e0dd",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-84869414440
"Zipunnikov, V., Caffo, B., Yousem, D.M., Davatzikos, C., Schwartz, B.S., Crainiceanu, C.","35232005200;35069047000;7005911220;7005310126;55663268300;6603085071;","Multilevel functional principal component analysis for high-dimensional data",2011,"Journal of Computational and Graphical Statistics","20","4",,"852","873",,47,"10.1198/jcgs.2011.10122","https://www.scopus.com/inward/record.uri?eid=2-s2.0-83455262070&doi=10.1198%2fjcgs.2011.10122&partnerID=40&md5=b18862a46b3f239025cb5686d023e83f",Article,"Final","All Open Access, Green",Scopus,2-s2.0-83455262070
"Goldsmith, J., Bobb, J., Crainiceanu, C.M., Caffo, B., Reich, D.","56203281700;37064447600;6603085071;35069047000;7102312699;","Penalized functional regression",2011,"Journal of Computational and Graphical Statistics","20","4",,"830","851",,155,"10.1198/jcgs.2010.10007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-83455181653&doi=10.1198%2fjcgs.2010.10007&partnerID=40&md5=c5936d9510b5482dcec88afea528575f",Article,"Final","All Open Access, Green",Scopus,2-s2.0-83455181653
"Aurora, R.N., Caffo, B., Crainiceanu, C., Punjabi, N.M.","22950265400;35069047000;6603085071;7004869128;","Correlating subjective and objective sleepiness: Revisiting the association using survival analysis",2011,"Sleep","34","12",,"1707","1714",,44,"10.5665/sleep.1442","https://www.scopus.com/inward/record.uri?eid=2-s2.0-82555173032&doi=10.5665%2fsleep.1442&partnerID=40&md5=97be10fbb384cc5953b7d5c2d1c8020c",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-82555173032
"Massie, A.B., Caffo, B., Gentry, S.E., Hall, E.C., Axelrod, D.A., Lentine, K.L., Schnitzler, M.A., Gheorghian, A., Salvalaggio, P.R., Segev, D.L.","56311894300;35069047000;8367140900;44061563300;7102166382;6602831897;7007028522;36349672100;6603610476;6603757230;","MELD exceptions and rates of waiting list outcomes",2011,"American Journal of Transplantation","11","11",,"2362","2371",,157,"10.1111/j.1600-6143.2011.03735.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855417506&doi=10.1111%2fj.1600-6143.2011.03735.x&partnerID=40&md5=8d216b5c22abab3778371dd637e7613c",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-84855417506
"Crainiceanu, C.M., Caffo, B.S., Luo, S., Zipunnikov, V.M., Punjabi, N.M.","6603085071;35069047000;35741201700;35232005200;7004869128;","Rejoinder",2011,"Journal of the American Statistical Association","106","495",,"803","806",,,"10.1198/jasa.2011.ap11306","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80054755377&doi=10.1198%2fjasa.2011.ap11306&partnerID=40&md5=fce74a6355fba8edbbf5a250dc417032",Note,"Final","",Scopus,2-s2.0-80054755377
"Crainiceanu, C.M., Caffo, B.S., Luo, S., Zipunnikov, V.M., Punjabi, N.M.","6603085071;35069047000;35741201700;35232005200;7004869128;","Population value decomposition, a framework for the analysis of image populations",2011,"Journal of the American Statistical Association","106","495",,"775","790",,38,"10.1198/jasa.2011.ap10089","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80054711200&doi=10.1198%2fjasa.2011.ap10089&partnerID=40&md5=32eb0d2b017abe4c2471efb2bd7a6c6e",Article,"Final","All Open Access, Green",Scopus,2-s2.0-80054711200
"Lauzon, C.B., Asman, A.J., Crainiceanu, C., Caffo, B.C., Landman, B.A.","36711923300;38560957900;6603085071;35069047000;16679175200;","Assessment of bias for MRI diffusion tensor imaging using SIMEX",2011,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","6892 LNCS","PART 2",,"107","115",,4,"10.1007/978-3-642-23629-7_14","https://www.scopus.com/inward/record.uri?eid=2-s2.0-82255167054&doi=10.1007%2f978-3-642-23629-7_14&partnerID=40&md5=6227d3b3d6de1a214fe0e28df6ac6931",Conference Paper,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-82255167054
"Yang, X., Lauzon, C.B., Crainiceanu, C., Caffo, B., Resnick, S.M., Landman, B.A.","39162313400;36711923300;6603085071;35069047000;7102831381;16679175200;","Accounting for random regressors: A unified approach to multi-modality imaging",2011,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","7012 LNCS",,,"1","9",,,"10.1007/978-3-642-24446-9_1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053479607&doi=10.1007%2f978-3-642-24446-9_1&partnerID=40&md5=3d5263a8d78a4d74fdb070e8f12ca640",Conference Paper,"Final","All Open Access, Green",Scopus,2-s2.0-80053479607
"Choi, L., Caffo, B.S., Kohli, U., Pandharipande, P., Kurnik, D., Ely, E.W., Stein, C.M.","16028029100;35069047000;55588784500;8912787600;8600732100;7005852614;35446962400;","A Bayesian hierarchical nonlinear mixture model in the presence of artifactual outliers in a population pharmacokinetic study",2011,"Journal of Pharmacokinetics and Pharmacodynamics","38","5",,"613","636",,9,"10.1007/s10928-011-9211-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053207197&doi=10.1007%2fs10928-011-9211-7&partnerID=40&md5=6c9fd468e2d64c7dde9643b7abdd9d4a",Article,"Final","All Open Access, Green",Scopus,2-s2.0-80053207197
"Zipunnikov, V., Caffo, B., Yousem, D.M., Davatzikos, C., Schwartz, B.S., Crainiceanu, C.","35232005200;35069047000;7005911220;7005310126;55663268300;6603085071;","Functional principal component model for high-dimensional brain imaging",2011,"NeuroImage","58","3",,"772","784",,40,"10.1016/j.neuroimage.2011.05.085","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052182433&doi=10.1016%2fj.neuroimage.2011.05.085&partnerID=40&md5=61480e4bfa1702689f7e3c6461dafb69",Article,"Final","All Open Access, Green",Scopus,2-s2.0-80052182433
"Shinohara, R.T., Crainiceanu, C.M., Caffo, B.S., Gaitán, M.I., Reich, D.S.","39262570100;6603085071;35069047000;25951357200;7102312699;","Population-wide principal component-based quantification of blood-brain-barrier dynamics in multiple sclerosis",2011,"NeuroImage","57","4",,"1430","1446",,34,"10.1016/j.neuroimage.2011.05.038","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960253679&doi=10.1016%2fj.neuroimage.2011.05.038&partnerID=40&md5=d65517363a3c9a11af5eb7250efc06a8",Article,"Final","All Open Access, Green",Scopus,2-s2.0-79960253679
"Krauss, G.L., Caffo, B., Chang, Y.-T., Hendrix, C.W., Chuang, K.","7101605166;35069047000;56169267900;57226252489;56567505100;","Assessing bioequivalence of generic antiepilepsy drugs",2011,"Annals of Neurology","70","2",,"221","228",,73,"10.1002/ana.22452","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80051511025&doi=10.1002%2fana.22452&partnerID=40&md5=73dc5516ed3642208e379552d8ba3b7e",Article,"Final","",Scopus,2-s2.0-80051511025
"Mondul, A.M., Caffo, B., Platz, E.A.","6603124877;35069047000;7004399130;","Minimal detection bias in the inverse association between statin drug use and advanced prostate cancer risk: A simulation study",2011,"Cancer Epidemiology","35","4",,"e6","e11",,10,"10.1016/j.canep.2010.11.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960592736&doi=10.1016%2fj.canep.2010.11.005&partnerID=40&md5=5302829795c87712e74cf80044e4ab5f",Article,"Final","All Open Access, Green",Scopus,2-s2.0-79960592736
"Goldsmith, J., Crainiceanu, C.M., Caffo, B.S., Reich, D.S.","56203281700;6603085071;35069047000;7102312699;","Penalized functional regression analysis of white-matter tract profiles in multiple sclerosis",2011,"NeuroImage","57","2",,"431","439",,29,"10.1016/j.neuroimage.2011.04.044","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79958755327&doi=10.1016%2fj.neuroimage.2011.04.044&partnerID=40&md5=b2874bd78f60eab5d47ad3fd2b5c21fb",Article,"Final","All Open Access, Green",Scopus,2-s2.0-79958755327
"Caffo, B., Bowman, D., Eberly, L., Bassett, S.S.","35069047000;57205283207;6603941540;7007164425;","An MCMC-based analysis of a multilevel model for functional MRI data",2011,"Handbook of Markov Chain Monte Carlo",,,,"363","382",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059390128&partnerID=40&md5=c93151481f1fb67041b7d104a5a3982b",Book Chapter,"Final","",Scopus,2-s2.0-85059390128
"Caffo, B., Peng, R., Dominici, F., Louis, T.A., Zeger, S.","35069047000;8297055600;7003921473;7007168788;7006338489;","Parallel Bayesian MCMC imputation for multiple distributed lag models: A case study in environmental epidemiology",2011,"Handbook of Markov Chain Monte Carlo",,,,"493","512",,8,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026310219&partnerID=40&md5=a16cc51d340bd1061db91030b9061d72",Book Chapter,"Final","",Scopus,2-s2.0-85026310219
"Goldsmith, J., Caffo, B., Crainiceanu, C., Reich, D., Du, Y., Hendrix, C.","56203281700;35069047000;6603085071;7102312699;8680350400;57226252489;","Nonlinear tube-fitting for the analysis of anatomical and functional structures",2011,"Annals of Applied Statistics","5","1",,"337","363",,9,"10.1214/10-AOAS384","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868482295&doi=10.1214%2f10-AOAS384&partnerID=40&md5=735cd62529d5c93b88f5ad698835bba1",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-84868482295
"Li, X., Caffo, B.S.","57192494972;35069047000;","Comparison of proportions for composite endpoints with missing components",2011,"Journal of Biopharmaceutical Statistics","21","2",,"271","281",,2,"10.1080/10543406.2011.550109","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952587393&doi=10.1080%2f10543406.2011.550109&partnerID=40&md5=915bcca4cc4d9961019bac5fb103f72c",Article,"Final","All Open Access, Green",Scopus,2-s2.0-79952587393
"Nazarian, S., Wagner, K.R., Caffo, B.S., Tomaselli, G.F.","9270216000;7402541323;35069047000;7005223451;","Clinical predictors of conduction disease progression in type I myotonic muscular dystrophy",2011,"PACE - Pacing and Clinical Electrophysiology","34","2",,"171","176",,27,"10.1111/j.1540-8159.2010.02905.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951485825&doi=10.1111%2fj.1540-8159.2010.02905.x&partnerID=40&md5=643ec5782ee98bcce7952a4597f5f088",Article,"Final","All Open Access, Green",Scopus,2-s2.0-79951485825
"Harrison, D.M., Caffo, B.S., Shiee, N., Farrell, J.A.D., Bazin, P.-L., Farrell, S.K., Ratchford, J.N., Calabresi, P.A., Reich, D.S.","26638746600;35069047000;35189612000;14819038600;8439138300;35784278200;23991616900;35290391600;7102312699;","Longitudinal changes in diffusion tensor-based quantitative MRI in multiple sclerosis",2011,"Neurology","76","2",,"179","186",,69,"10.1212/WNL.0b013e318206ca61","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78751624436&doi=10.1212%2fWNL.0b013e318206ca61&partnerID=40&md5=b3340d3d54b02216d3eca497296b6ce5",Article,"Final","All Open Access, Green",Scopus,2-s2.0-78751624436
"Nazarian, S., Hansford, R., Roguin, A., Goldsher, D., Zviman, M.M., Lardo, A.C., Caffo, B.S., Frick, K.D., Kraut, M.A., Kamel, I.R., Calkins, H., Berger, R.D., Bluemke, D.A., Halperin, H.R.","9270216000;54402882100;7006622505;55408866100;6602299038;6602894628;35069047000;7006576658;7007007384;7005579691;23473846800;7403563057;7006047770;7005212468;","A prospective evaluation of a protocol for magnetic resonance imaging of patients with implanted cardiac devices",2011,"Annals of Internal Medicine","155","7",,"415","424",,245,"10.7326/0003-4819-155-7-201110040-00004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053531595&doi=10.7326%2f0003-4819-155-7-201110040-00004&partnerID=40&md5=7c1338893cd5bd7041889ab648d41b10",Article,"Final","All Open Access, Green",Scopus,2-s2.0-80053531595
"Joel, S.E., Caffo, B.S., Van Zijl, P.C.M., Pekar, J.J.","36437394800;35069047000;7006760849;7003771238;","On the relationship between seed-based and ICA-based measures of functional connectivity",2011,"Magnetic Resonance in Medicine","66","3",,"644","657",,149,"10.1002/mrm.22818","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80051687997&doi=10.1002%2fmrm.22818&partnerID=40&md5=47114304ba73356b95af48e7ff24e6b7",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-80051687997
"Boatman-Reich, D., Franaszczuk, P.J., Korzeniewska, A., Caffo, B., Ritzl, E.K., Colwell, S., Crone, N.E.","23093222600;6701326855;57204042585;35069047000;6506029104;55510070600;6603727775;","Quantifying auditory event-related responses in multichannel human intracranial recordings",2010,"Frontiers in Computational Neuroscience","4",,,"","",,32,"10.3389/fncom.2010.00004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870445275&doi=10.3389%2ffncom.2010.00004&partnerID=40&md5=03cb573063e328c79731be8aec7b521d",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-84870445275
"Laffan, A., Caffo, B., Swihart, B.J., Punjabi, N.M.","14028682500;35069047000;57196357357;7004869128;","Utility of sleep stage transitions in assessing sleep continuity",2010,"Sleep","33","12",,"1681","1686",,49,"10.1093/sleep/33.12.1681","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649874078&doi=10.1093%2fsleep%2f33.12.1681&partnerID=40&md5=259a253f72e81c11f03ec17c76c3c4ad",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-78649874078
