"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Yue C.; Chen S.; Sair H.I.; Airan R.; Caffo B.S.","Yue, Chen (56042193900); Chen, Shaojie (56427239900); Sair, Haris I. (14519858700); Airan, Raag (18633735800); Caffo, Brian S. (35069047000)","56042193900; 56427239900; 14519858700; 18633735800; 35069047000","Estimating a graphical intra-class correlation coefficient (GICC) using multivariate probit-linear mixed models","2015","Computational Statistics and Data Analysis","89","","6045","126","133","7","1","10.1016/j.csda.2015.02.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926468534&doi=10.1016%2fj.csda.2015.02.012&partnerID=40&md5=8bdddd68d0a23459931852445f99ae99","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84926468534"
"Bai J.; Goldsmith J.; Caffo B.; Glass T.A.; Crainiceanu C.M.","Bai, Jiawei (55631494200); Goldsmith, Jeff (56203281700); Caffo, Brian (35069047000); Glass, Thomas A. (7102302169); Crainiceanu, Ciprian M. (6603085071)","55631494200; 56203281700; 35069047000; 7102302169; 6603085071","Movelets: A dictionary of movement","2012","Electronic Journal of Statistics","6","","","559","578","19","24","10.1214/12-EJS684","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875383577&doi=10.1214%2f12-EJS684&partnerID=40&md5=ec796a3307a4c8f93c3a354c31f8a19c","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84875383577"
"Cao Y.J.; Caffo B.S.; Fuchs E.J.; Lee L.A.; Du Y.; Li L.; Bakshi R.P.; Macura K.; Khan W.A.; Wahl R.L.; Grohskopf L.A.; Hendrix C.W.","Cao, Ying J. (55470286400); Caffo, Brian S. (35069047000); Fuchs, Edward J. (55487055800); Lee, Linda A. (35083850700); Du, Yong (8680350400); Li, Liye (55480399100); Bakshi, Rahul P. (7101714682); Macura, Katarzyna (6603866653); Khan, Wasif A. (18836001000); Wahl, Richard L. (36043691500); Grohskopf, Lisa A. (57027845300); Hendrix, Craig W. (57226252489)","55470286400; 35069047000; 55487055800; 35083850700; 8680350400; 55480399100; 7101714682; 6603866653; 18836001000; 36043691500; 57027845300; 57226252489","Quantification of the spatial distribution of rectally applied surrogates for microbicide and semen in colon with SPECT and magnetic resonance imaging","2012","British Journal of Clinical Pharmacology","74","6","","1013","1022","9","20","10.1111/j.1365-2125.2012.04267.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868450739&doi=10.1111%2fj.1365-2125.2012.04267.x&partnerID=40&md5=6306ccde97ae3efb1aa80b71f3715dc2","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-84868450739"
"Aurora R.N.; Crainiceanu C.; Caffo B.; Punjabi N.M.","Aurora, R. Nisha (22950265400); Crainiceanu, Ciprian (6603085071); Caffo, Brian (35069047000); Punjabi, Naresh M. (7004869128)","22950265400; 6603085071; 35069047000; 7004869128","Sleep-disordered breathing and caffeine consumption: Results of a community-based study","2012","Chest","142","3","","631","638","7","16","10.1378/chest.11-2894","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865849247&doi=10.1378%2fchest.11-2894&partnerID=40&md5=92a82867a1fa90e5c70376d312fdf607","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84865849247"
"Goldsmith J.; Crainiceanu C.M.; Caffo B.; Reich D.","Goldsmith, Jeff (56203281700); Crainiceanu, Ciprian M. (6603085071); Caffo, Brian (35069047000); Reich, Daniel (7102312699)","56203281700; 6603085071; 35069047000; 7102312699","Longitudinal penalized functional regression for cognitive outcomes on neuronal tract measurements","2012","Journal of the Royal Statistical Society. Series C: Applied Statistics","61","3","","453","469","16","79","10.1111/j.1467-9876.2011.01031.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859826930&doi=10.1111%2fj.1467-9876.2011.01031.x&partnerID=40&md5=8eee29d07c0709af46869ac21cd1c06f","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-84859826930"
"Caffo B.; Bowman D.; Eberly L.; Bassett S.S.","Caffo, Brian (35069047000); Bowman, DuBois (57205283207); Eberly, Lynn (6603941540); Bassett, Susan Spear (7007164425)","35069047000; 57205283207; 6603941540; 7007164425","An MCMC-based analysis of a multilevel model for functional MRI data","2011","Handbook of Markov Chain Monte Carlo","","","","363","382","19","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059390128&partnerID=40&md5=c93151481f1fb67041b7d104a5a3982b","Book chapter","Final","","Scopus","2-s2.0-85059390128"
"Jedynak B.M.; Lang A.; Liu B.; Katz E.; Zhang Y.; Wyman B.T.; Raunig D.; Jedynak C.P.; Caffo B.; Prince J.L.","Jedynak, Bruno M. (9133301100); Lang, Andrew (26647569200); Liu, Bo (57215040847); Katz, Elyse (57190294877); Zhang, Yanwei (55265879400); Wyman, Bradley T. (7004027533); Raunig, David (6602379390); Jedynak, C. Pierre (7003429385); Caffo, Brian (35069047000); Prince, Jerry L. (56600943200)","9133301100; 26647569200; 57215040847; 57190294877; 55265879400; 7004027533; 6602379390; 7003429385; 35069047000; 56600943200","A computational neurodegenerative disease progression score: Method and results with the Alzheimer's disease neuroimaging initiative cohort","2012","NeuroImage","63","3","","1478","1486","8","173","10.1016/j.neuroimage.2012.07.059","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866163493&doi=10.1016%2fj.neuroimage.2012.07.059&partnerID=40&md5=f54e8c689a81f3bc80b9340b22894d5d","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84866163493"
"Lee S.; Caffo B.S.; Lakshmanan B.; Pham D.L.","Lee, Seonjoo (57201780823); Caffo, Brian S. (35069047000); Lakshmanan, Balaji (14619169100); Pham, Dzung L. (7203009692)","57201780823; 35069047000; 14619169100; 7203009692","Evaluating model misspecification in independent component analysis","2015","Journal of Statistical Computation and Simulation","85","6","","1151","1164","13","0","10.1080/00949655.2013.867961","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921416027&doi=10.1080%2f00949655.2013.867961&partnerID=40&md5=d866fa745801d96448287e11d60de7e4","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84921416027"
"Caffo B.; Diener-West M.; Punjabi N.M.; Samet J.","Caffo, Brian (35069047000); Diener-West, Marie (7003392768); Punjabi, Naresh M. (7004869128); Samet, Jonathan (35396805300)","35069047000; 7003392768; 7004869128; 35396805300","A novel approach to prediction of mild obstructive sleep disordered breathing in a population-based sample: The sleep heart health study","2010","Sleep","33","12","","1641","1648","7","34","10.1093/sleep/33.12.1641","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649865572&doi=10.1093%2fsleep%2f33.12.1641&partnerID=40&md5=90bce55c9f3910f2a389b53e2c17206a","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-78649865572"
"Barber A.D.; Jacobson L.A.; Wexler J.L.; Nebel M.B.; Caffo B.S.; Pekar J.J.; Mostofsky S.H.","Barber, Anita D. (8582425200); Jacobson, Lisa A. (56978194000); Wexler, Joanna L. (58413157300); Nebel, Mary Beth (34873055300); Caffo, Brian S. (35069047000); Pekar, James J. (7003771238); Mostofsky, Stewart H. (7003584880)","8582425200; 56978194000; 58413157300; 34873055300; 35069047000; 7003771238; 7003584880","Connectivity supporting attention in children with attention deficit hyperactivity disorder","2015","NeuroImage: Clinical","7","","","68","81","13","59","10.1016/j.nicl.2014.11.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84912550618&doi=10.1016%2fj.nicl.2014.11.011&partnerID=40&md5=8b32798e4b5bfa7e486c1c67d38ef5b0","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84912550618"
"Crainiceanu C.M.; Caffo B.S.; Luo S.; Zipunnikov V.M.; Punjabi N.M.","Crainiceanu, Ciprian M. (6603085071); Caffo, Brian S. (35069047000); Luo, Sheng (35741201700); Zipunnikov, Vadim M. (35232005200); Punjabi, Naresh M. (7004869128)","6603085071; 35069047000; 35741201700; 35232005200; 7004869128","Population value decomposition, a framework for the analysis of image populations","2011","Journal of the American Statistical Association","106","495","","775","790","15","40","10.1198/jasa.2011.ap10089","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80054711200&doi=10.1198%2fjasa.2011.ap10089&partnerID=40&md5=32eb0d2b017abe4c2471efb2bd7a6c6e","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-80054711200"
"Qiu H.; Xu S.; Han F.; Liu H.; Caffo B.","Qiu, Huitong (56710878400); Xu, Sheng (57189384688); Han, Fang (55377043500); Liu, Han (26642968600); Caffo, Brian (35069047000)","56710878400; 57189384688; 55377043500; 26642968600; 35069047000","Robust estimation of transition matrices in high dimensional heavy-tailed vector autoregressive processes","2015","32nd International Conference on Machine Learning, ICML 2015","3","","","1843","1851","8","24","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969963069&partnerID=40&md5=79392832f68b6e2f10177210472484a2","Conference paper","Final","","Scopus","2-s2.0-84969963069"
"Goldsmith J.; Bobb J.; Crainiceanu C.M.; Caffo B.; Reich D.","Goldsmith, Jeff (56203281700); Bobb, Jennifer (37064447600); Crainiceanu, Ciprian M. (6603085071); Caffo, Brian (35069047000); Reich, Daniel (7102312699)","56203281700; 37064447600; 6603085071; 35069047000; 7102312699","Penalized functional regression","2011","Journal of Computational and Graphical Statistics","20","4","","830","851","21","170","10.1198/jcgs.2010.10007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-83455181653&doi=10.1198%2fjcgs.2010.10007&partnerID=40&md5=c5936d9510b5482dcec88afea528575f","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-83455181653"
"Caffo B.; Lauzon C.; Röhmel J.","Caffo, Brian (35069047000); Lauzon, Carolyn (36711923300); Röhmel, Joachim (56008556200)","35069047000; 36711923300; 56008556200","Correction to ""Easy Multiplicity Control in Equivalence Testing Using Two One-Sided Tests""","2013","American Statistician","67","2","","115","116","1","5","10.1080/00031305.2012.760487","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878450467&doi=10.1080%2f00031305.2012.760487&partnerID=40&md5=608d643f273f6902b4408a10423aa54a","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84878450467"
"Leyva F.J.; Bakshi R.P.; Fuchs E.J.; Li L.; Caffo B.S.; Goldsmith A.J.; Ventuneac A.; Carballo-Diéguez A.; Du Y.; Leal J.P.; Lee L.A.; Torbenson M.S.; Hendrix C.W.","Leyva, Francisco J. (36911063200); Bakshi, Rahul P. (7101714682); Fuchs, Edward J. (55487055800); Li, Liye (55480399100); Caffo, Brian S. (35069047000); Goldsmith, Arthur J. (55272334900); Ventuneac, Ana (6504748626); Carballo-Diéguez, Alex (6603962651); Du, Yong (8680350400); Leal, Jeffrey P. (7102123078); Lee, Linda A. (35083850700); Torbenson, Michael S. (7004312220); Hendrix, Craig W. (57226252489)","36911063200; 7101714682; 55487055800; 55480399100; 35069047000; 55272334900; 6504748626; 6603962651; 8680350400; 7102123078; 35083850700; 7004312220; 57226252489","Isoosmolar Enemas Demonstrate Preferential Gastrointestinal Distribution, Safety, and Acceptability Compared with Hyperosmolar and Hypoosmolar Enemas as a Potential Delivery Vehicle for Rectal Microbicides","2013","AIDS Research and Human Retroviruses","29","11","","1487","1495","8","39","10.1089/aid.2013.0189","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886689213&doi=10.1089%2faid.2013.0189&partnerID=40&md5=29804d826f65651ba49502b7ce297689","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84886689213"
"Lauzon C.B.; Crainiceanu C.; Caffo B.C.; Landman B.A.","Lauzon, Carolyn B. (36711923300); Crainiceanu, Ciprian (6603085071); Caffo, Brian C. (35069047000); Landman, Bennett A. (16679175200)","36711923300; 6603085071; 35069047000; 16679175200","Assessment of bias in experimentally measured diffusion tensor imaging parameters using SIMEX","2013","Magnetic Resonance in Medicine","69","3","","891","902","11","11","10.1002/mrm.24324","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874386900&doi=10.1002%2fmrm.24324&partnerID=40&md5=3753911af15dc68de178af18415431fd","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84874386900"
"O'Connor G.T.; Caffo B.; Newman A.B.; Quan S.F.; Rapoport D.M.; Redline S.; Resnick H.E.; Samet J.; Shahar E.","O'Connor, George T. (7201936463); Caffo, Brian (35069047000); Newman, Anne B. (56962723400); Quan, Stuart F. (7102716921); Rapoport, David M. (7005353200); Redline, Susan (7102381732); Resnick, Helaine E. (7005405121); Samet, Jonathan (35396805300); Shahar, Eyal (7102027459)","7201936463; 35069047000; 56962723400; 7102716921; 7005353200; 7102381732; 7005405121; 35396805300; 7102027459","Prospective study of sleep-disordered breathing and hypertension: The sleep heart health study","2009","American Journal of Respiratory and Critical Care Medicine","179","12","","1159","1164","5","295","10.1164/rccm.200712-1809OC","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67449093751&doi=10.1164%2frccm.200712-1809OC&partnerID=40&md5=4a26460a1574a8be722462ac3e495f34","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-67449093751"
"Caffo B.; An M.-W.; Rohde C.","Caffo, Brian (35069047000); An, Ming-Wen (16300563100); Rohde, Charles (7005373792)","35069047000; 16300563100; 7005373792","Flexible random intercept models for binary outcomes using mixtures of normals","2007","Computational Statistics and Data Analysis","51","11","","5220","5235","15","25","10.1016/j.csda.2006.09.031","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34247853298&doi=10.1016%2fj.csda.2006.09.031&partnerID=40&md5=48785fcaf58d3562e29b9d82eee85723","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-34247853298"
"Booth J.G.; Caffo B.S.","Booth, James G. (7201595484); Caffo, Brian S. (35069047000)","7201595484; 35069047000","Unequal sampling for Monte Carlo EM algorithms","2002","Computational Statistics and Data Analysis","39","3","","261","270","9","4","10.1016/S0167-9473(01)00062-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037188315&doi=10.1016%2fS0167-9473%2801%2900062-7&partnerID=40&md5=a9f55414c41d4264168c95a98bd8acce","Article","Final","","Scopus","2-s2.0-0037188315"
"He X.; Caffo B.S.; Frey E.C.","He, Xin (16024422300); Caffo, Brian S. (35069047000); Frey, Eric C. (7103012762)","16024422300; 35069047000; 7103012762","Markov chain Monte Carlo (MCMC) based ideal observer estimation using a parameterized phantom and a pre-calculated dataset","2007","Progress in Biomedical Optics and Imaging - Proceedings of SPIE","6515","","651516","","","","3","10.1117/12.710173","https://www.scopus.com/inward/record.uri?eid=2-s2.0-35148864791&doi=10.1117%2f12.710173&partnerID=40&md5=cf3a5ea4a1bf0578531e5c029871e0cf","Conference paper","Final","","Scopus","2-s2.0-35148864791"
"Reich D.S.; Smith S.A.; Gordon-Lipkin E.M.; Ozturk A.; Caffo B.S.; Balcer L.J.; Calabresi P.A.","Reich, Daniel S. (7102312699); Smith, Seth A. (55414050800); Gordon-Lipkin, Eliza M. (22955427100); Ozturk, Arzu (7103003522); Caffo, Brian S. (35069047000); Balcer, Laura J. (7004524080); Calabresi, Peter A. (35290391600)","7102312699; 55414050800; 22955427100; 7103003522; 35069047000; 7004524080; 35290391600","Damage to the optic radiation in multiple sclerosis is associated with retinal injury and visual disability","2009","Archives of Neurology","66","8","","998","1006","8","132","10.1001/archneurol.2009.107","https://www.scopus.com/inward/record.uri?eid=2-s2.0-68549119069&doi=10.1001%2farchneurol.2009.107&partnerID=40&md5=bee21da97537ebf460da9a56a1fd704d","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-68549119069"
"Nazarian S.; Bluemke D.A.; Wagner K.R.; Zviman M.M.; Turkbey E.; Caffo B.S.; Shehata M.; Edwards D.; Butcher B.; Calkins H.; Berger R.D.; Halperin H.R.; Tomaselli G.F.","Nazarian, Saman (9270216000); Bluemke, David A. (7006047770); Wagner, Kathryn R. (7402541323); Zviman, Menekhem M. (6602299038); Turkbey, Evrim (25422989500); Caffo, Brian S. (35069047000); Shehata, Monda (25422675000); Edwards, David (36637110800); Butcher, Barbara (7006188461); Calkins, Hugh (23473846800); Berger, Ronald D. (7403563057); Halperin, Henry R. (7005212468); Tomaselli, Gordon F. (7005223451)","9270216000; 7006047770; 7402541323; 6602299038; 25422989500; 35069047000; 25422675000; 36637110800; 7006188461; 23473846800; 7403563057; 7005212468; 7005223451","QRS prolongation in myotonic muscular dystrophy and diffuse fibrosis on cardiac magnetic resonance","2010","Magnetic Resonance in Medicine","64","1","","107","114","7","16","10.1002/mrm.22417","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953944174&doi=10.1002%2fmrm.22417&partnerID=40&md5=0aa81f2ba86626ddf049ece96f97e484","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-77953944174"
"Zhang L.; Samet J.; Caffo B.; Bankman I.; Punjabi N.M.","Zhang, Lin (57207388703); Samet, Jonathan (35396805300); Caffo, Brian (35069047000); Bankman, Isaac (7003282947); Punjabi, Naresh M. (7004869128)","57207388703; 35396805300; 35069047000; 7003282947; 7004869128","Power spectral analysis of EEG activity during sleep in cigarette smokers","2008","Chest","133","2","","427","432","5","100","10.1378/chest.07-1190","https://www.scopus.com/inward/record.uri?eid=2-s2.0-39449139631&doi=10.1378%2fchest.07-1190&partnerID=40&md5=dd534c6df93589275e6599efa4bedd7d","Article","Final","","Scopus","2-s2.0-39449139631"
"Li X.; Caffo B.; Scharfstein D.","Li, Xianbin (57192490632); Caffo, Brian (35069047000); Scharfstein, Daniel (7003408303)","57192490632; 35069047000; 7003408303","On the potential for illogic with logically defined outcomes","2007","Biostatistics","8","4","","800","804","4","3","10.1093/biostatistics/kxm006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34848818788&doi=10.1093%2fbiostatistics%2fkxm006&partnerID=40&md5=67753e1b1bc97fd6d49cd88695a688ab","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-34848818788"
"Choi L.; Caffo B.; Rohde C.","Choi, Leena (16028029100); Caffo, Brian (35069047000); Rohde, Charles (7005373792)","16028029100; 35069047000; 7005373792","A survey of the likelihood approach to bioequivalence trials","2008","Statistics in Medicine","27","24","","4874","4894","20","11","10.1002/sim.3334","https://www.scopus.com/inward/record.uri?eid=2-s2.0-59849128647&doi=10.1002%2fsim.3334&partnerID=40&md5=aca0bd332c0b3ac63123efba35084c36","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-59849128647"
"Stamatakis K.; Sanders M.H.; Caffo B.; Resnick H.E.; Gottlieb D.J.; Mehra R.; Punjabi N.M.","Stamatakis, Katherine (6603415348); Sanders, Mark H. (57203057201); Caffo, Brian (35069047000); Resnick, Helaine E. (7005405121); Gottlieb, Dan J. (57205909881); Mehra, Reena (8269493500); Punjabi, Naresh M. (7004869128)","6603415348; 57203057201; 35069047000; 7005405121; 57205909881; 8269493500; 7004869128","Fasting glycemia in sleep disordered breathing: Lowering the threshold on oxyhemoglobin desaturation","2008","Sleep","31","7","","1018","1024","6","59","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-46849107138&partnerID=40&md5=87fed223640268ab783af753e9d4f943","Article","Final","","Scopus","2-s2.0-46849107138"
"Agresti A.; Caffo B.","Agresti, Alan (7005298557); Caffo, Brian (35069047000)","7005298557; 35069047000","Measures of relative model fit","2002","Computational Statistics and Data Analysis","39","2","","127","136","9","13","10.1016/S0167-9473(01)00054-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037188232&doi=10.1016%2fS0167-9473%2801%2900054-8&partnerID=40&md5=c7e93074e361d98c84a1f9df1674ce72","Article","Final","","Scopus","2-s2.0-0037188232"
"Lauzon C.; Caffo B.","Lauzon, Carolyn (36711923300); Caffo, Brian (35069047000)","36711923300; 35069047000","Easy multiplicity control in equivalence testing using two one-sided tests","2009","American Statistician","63","2","","147","154","7","38","10.1198/tast.2009.0029","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67549109452&doi=10.1198%2ftast.2009.0029&partnerID=40&md5=b94d6c5c9ccda5deb5f22690123dd0bf","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-67549109452"
"Swihart B.J.; Caffo B.; Bandeen-Roche K.; Punjabi N.M.","Swihart, Bruce J. (57196357357); Caffo, Brian (35069047000); Bandeen-Roche, Karen (7003801317); Punjabi, Naresh M. (7004869128)","57196357357; 35069047000; 7003801317; 7004869128","Characterizing sleep structure using the hypnogram","2008","Journal of Clinical Sleep Medicine","4","4","","349","355","6","45","10.5664/jcsm.27236","https://www.scopus.com/inward/record.uri?eid=2-s2.0-51549118667&doi=10.5664%2fjcsm.27236&partnerID=40&md5=0147caed275e9b1fe15f5621d3c8ac5d","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-51549118667"
"Segev D.L.; Muzaale A.D.; Caffo B.S.; Mehta S.H.; Singer A.L.; Taranto S.E.; McBride M.A.; Montgomery R.A.","Segev, Dorry L. (6603757230); Muzaale, Abimereki D. (35739114000); Caffo, Brian S. (35069047000); Mehta, Shruti H. (7401670716); Singer, Andrew L. (35312408500); Taranto, Sarah E. (6602118688); McBride, Maureen A. (7201955095); Montgomery, Robert A. (7202664950)","6603757230; 35739114000; 35069047000; 7401670716; 35312408500; 6602118688; 7201955095; 7202664950","Perioperative mortality and long-term survival following live kidney donation","2010","JAMA","303","10","","959","966","7","583","10.1001/jama.2010.237","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77949314388&doi=10.1001%2fjama.2010.237&partnerID=40&md5=3964a1a3212b3d18fbd55ccb67703b35","Article","Final","","Scopus","2-s2.0-77949314388"
"Caffo B.S.; Booth J.G.","Caffo, Brian S. (35069047000); Booth, J.G. (7201595484)","35069047000; 7201595484","Monte Carlo conditional inference for log-linear and logistic models: A survey of current methodology","2003","Statistical Methods in Medical Research","12","2","","109","123","14","11","10.1191/0962280203sm313ra","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037343307&doi=10.1191%2f0962280203sm313ra&partnerID=40&md5=838d5aa2a0215807f5169ef176827d9e","Review","Final","","Scopus","2-s2.0-0037343307"
"Bassett S.S.; Yousem D.M.; Cristinzio C.; Kusevic I.; Yassa M.A.; Caffo B.S.; Zeger S.L.","Bassett, Susan Spear (7007164425); Yousem, David M. (7005911220); Cristinzio, Catherine (13205467900); Kusevic, Ivana (13205097400); Yassa, Michael A. (57211225264); Caffo, Brian S. (35069047000); Zeger, Scott L. (7006338489)","7007164425; 7005911220; 13205467900; 13205097400; 57211225264; 35069047000; 7006338489","Familial risk for Alzheimer's disease alters fMRI activation patterns","2006","Brain","129","5","","1229","1239","10","137","10.1093/brain/awl089","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646271130&doi=10.1093%2fbrain%2fawl089&partnerID=40&md5=9afdcca20b0cf7d6af91f52b59f71122","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-33646271130"
"Su S.-C.; Caffo B.; Garrett-Mayer E.; Bassett S.S.","Su, Shu-Chih (14044107100); Caffo, Brian (35069047000); Garrett-Mayer, Elizabeth (6507119260); Bassett, Susan Spear (7007164425)","14044107100; 35069047000; 6507119260; 7007164425","Modified test statistics by inter-voxel variance shrinkage with an application to f MRI","2009","Biostatistics","10","2","","219","227","8","8","10.1093/biostatistics/kxn028","https://www.scopus.com/inward/record.uri?eid=2-s2.0-61449120189&doi=10.1093%2fbiostatistics%2fkxn028&partnerID=40&md5=da6993a3ab840083b70f16c1f8c7f2bb","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-61449120189"
"Zhang L.; Samet J.; Caffo B.; Punjabi N.M.","Zhang, Lin (57207388703); Samet, Jonathan (35396805300); Caffo, Brian (35069047000); Punjabi, Naresh M. (7004869128)","57207388703; 35396805300; 35069047000; 7004869128","Cigarette smoking and nocturnal sleep architecture","2006","American Journal of Epidemiology","164","6","","529","537","8","263","10.1093/aje/kwj231","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748804190&doi=10.1093%2faje%2fkwj231&partnerID=40&md5=95b9ff42b8c976fe58ec65d7f565eea4","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-33748804190"
"Caffo B.S.; Jank W.; Jones G.L.","Caffo, Brian S. (35069047000); Jank, Wolfgang (8626290100); Jones, Galin L. (8392084000)","35069047000; 8626290100; 8392084000","Ascent-based Monte Carlo expectation-maximization","2005","Journal of the Royal Statistical Society. Series B: Statistical Methodology","67","2","","235","251","16","82","10.1111/j.1467-9868.2005.00499.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-16244422648&doi=10.1111%2fj.1467-9868.2005.00499.x&partnerID=40&md5=38d862e0d825d8b11b19a0a1fcc6262d","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-16244422648"
"Yousem D.M.; Yassa M.A.; Cristinzio C.; Kusevic I.; Mohamed M.; Caffo B.S.; Bassett S.S.","Yousem, David M. (7005911220); Yassa, M.A. (57211225264); Cristinzio, C. (13205467900); Kusevic, I. (13205097400); Mohamed, M. (8578269100); Caffo, B.S. (35069047000); Bassett, S.S. (7007164425)","7005911220; 57211225264; 13205467900; 13205097400; 8578269100; 35069047000; 7007164425","Intelligence and medial temporal lobe function in older adults: A functional MR imaging-based investigation","2009","American Journal of Neuroradiology","30","8","","1477","1481","4","4","10.3174/ajnr.A1634","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349209120&doi=10.3174%2fajnr.A1634&partnerID=40&md5=bc2bb8f506eadb73b02353ba953fef50","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-70349209120"
"Schwartz B.S.; Chen S.; Caffo B.; Stewart W.F.; Bolla K.I.; Yousem D.; Davatzikos C.","Schwartz, Brian S. (55663268300); Chen, Sining (8395702400); Caffo, Brian (35069047000); Stewart, Walter F. (55549970400); Bolla, Karen I. (7007141393); Yousem, David (7005911220); Davatzikos, Christos (7005310126)","55663268300; 8395702400; 35069047000; 55549970400; 7007141393; 7005911220; 7005310126","Relations of brain volumes with cognitive function in males 45 years and older with past lead exposure","2007","NeuroImage","37","2","","633","641","8","37","10.1016/j.neuroimage.2007.05.035","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548838023&doi=10.1016%2fj.neuroimage.2007.05.035&partnerID=40&md5=5ce96224ea59405980c7569c6700fee8","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-34548838023"
"Mostofsky S.H.; Powell S.K.; Simmonds D.J.; Goldberg M.C.; Caffo B.; Pekar J.J.","Mostofsky, Stewart H. (7003584880); Powell, Stephanie K. (14632414900); Simmonds, Daniel J. (16242662500); Goldberg, Melissa C. (7404395345); Caffo, Brian (35069047000); Pekar, James J. (7003771238)","7003584880; 14632414900; 16242662500; 7404395345; 35069047000; 7003771238","Decreased connectivity and cerebellar activity in autism during motor task performance","2009","Brain","132","9","","2413","2425","12","330","10.1093/brain/awp088","https://www.scopus.com/inward/record.uri?eid=2-s2.0-71549166084&doi=10.1093%2fbrain%2fawp088&partnerID=40&md5=7c76482ffc906b00f4dda7ae032c6d7b","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-71549166084"
